Structure_id,Urban,Year,Lanes_on,AverageDaily,Historic,Material,Spans,Length,Width,Trucks_percent,Condition
022200001416573,Urban,2016,2,10125,Not historic,Concrete,2,54.3,11.6,11,27
022200001416574,Urban,2016,2,20300,Not historic,Concrete,1,54.3,11.6,11,27
022200001416575,Urban,2016,2,19100,Not historic,Concrete,2,64.9,11.6,11,27
022200001416576,Urban,2016,2,13500,Not historic,Concrete,2,64.9,11.6,11,27
022200001416577,Urban,2016,1,13850,Not historic,Concrete,5,210.6,7.9,14,27
022200001416578,Urban,2016,1,18125,Not historic,Concrete,6,481.3,7.9,7,27
022200001416579,Urban,2016,1,9075,Not historic,Concrete,20,1015,7.9,7,27
022200001416580,Urban,2016,1,13475,Not historic,Concrete,16,701.3,7.9,7,27
022200001416587,Urban,2016,2,44600,Not historic,Concrete,3,95.4,11.6,14,27
022200001416588,Urban,2016,2,44600,Not historic,Concrete,3,176.5,11.6,14,27
022200001416589,Urban,2016,1,7050,Not historic,Concrete,13,413.9,7.9,7,27
022200001416590,Urban,2016,1,11100,Not historic,Concrete,24,765.7,7.9,14,27
022200001416598,Urban,2016,1,4600,Not historic,Concrete,8,300.2,7.9,11,27
022200001416600,Urban,2016,6,70842,Not historic,Concrete,9,352.3,32.3,14,27
022200001416601,Urban,2016,5,52100,Not historic,Concrete,1,68.9,24.4,11,27
022200001416604,Urban,2016,4,23925,Not historic,Concrete,2,62.8,23.2,14,25
022200001416606,Urban,2016,3,53475,Not historic,Concrete,2,93.6,15.2,11,27
022200001416619,Urban,2016,3,79800,Not historic,Concrete,11,550.8,17.1,11,27
022200001416620,Urban,2016,4,20900,Not historic,Concrete,8,556,23.2,11,27
022200001416623,Urban,2016,6,50250,Not historic,Concrete,8,329.2,24.4,11,27
022200001416624,Urban,2016,1,9050,Not historic,Concrete,13,526.7,7.9,7,27
022200008007033,Urban,1926,5,29620,Possible,Concrete,2,20.1,21.9,5,21
022200008007050,Urban,1944,2,14810,Possible,Concrete,1,145.4,13.4,5,20
022200008007059,Urban,1982,2,15070,Not historic,Concrete,2,99.1,12.8,7,21
022200008007060,Urban,1982,2,15070,Not historic,Concrete,2,99.1,12.8,7,22
022200008007061,Urban,1982,4,15070,Not historic,Concrete,3,54.9,24.4,7,23
022200008007062,Urban,1983,2,14810,Not historic,Concrete,6,145.4,11.8,5,23
022200008101001,Urban,1932,4,5520,Register,Concrete,1,218.5,12.2,7,18
022200008101129,Urban,1965,3,28470,Possible,Steel,4,69.2,11,3,19
022200008101130,Urban,1965,3,28470,Possible,Steel,4,69.2,11,3,20
022200008101147,Urban,1963,1,7104,Possible,Steel,3,45.1,7.3,9,16
022200008101197,Urban,2001,4,41000,Not historic,Concrete,11,358.1,15.9,2,21
022200008101311,Urban,2014,1,3881,Not historic,Concrete,3,54,7.3,3,24
022200008101312,Urban,2014,3,45920,Not historic,Steel,3,349,14.6,3,21
022200008101313,Urban,2011,4,41000,Not historic,Concrete,3,43.3,14.6,3,23
022200008102173,Urban,1992,6,20990,Not historic,Concrete,2,105.8,28,8,21
022200008102190,Urban,1995,5,30610,Not historic,Concrete,3,36.6,26.2,7,21
022200008102193,Urban,1994,6,38930,Not historic,Concrete,3,64,26.2,6,22
022200008112076,Urban,1967,3,22650,Possible,Concrete,5,91.4,14.1,14,19
022200008112078,Urban,1967,2,22650,Possible,Concrete,1,44.2,12.2,14,20
022200008112081,Urban,1967,2,22650,Possible,Concrete,1,47.2,12,14,19
022200008112082,Urban,1967,2,22650,Possible,Concrete,1,47.2,12.2,14,20
022200008112083,Urban,1967,2,37260,Possible,Concrete,1,47.2,12.2,11,20
022200008112084,Urban,1967,2,37260,Possible,Concrete,1,47.2,12.2,11,20
022200008112168,Urban,1991,5,2140,Not historic,Concrete,2,94.5,30.5,2,21
022200008112169,Urban,1991,3,45300,Not historic,Concrete,5,108.2,11.6,0,21
022200008112171,Urban,1991,2,3000,Not historic,Concrete,2,86.6,15.9,0,22
022200008112172,Urban,1991,2,3000,Not historic,Concrete,2,86.6,15.9,0,19
022200008112195,Urban,1997,8,16080,Not historic,Concrete,2,91.7,31.7,0,19
022200008112209,Urban,2006,4,16250,Not historic,Concrete,4,103.6,15.5,0,21
022200008112210,Urban,2006,4,16250,Not historic,Concrete,2,103.6,15.5,0,21
022200008112222,Urban,1997,3,3793,Not historic,Concrete,5,107.9,11.6,18,21
022200008112223,Urban,1997,1,4530,Not historic,Concrete,4,75.6,6.7,14,23
022200009401110,Urban,1994,4,19040,Not historic,Concrete,9,193.9,15.9,7,21
022200009401317,Urban,2014,4,27000,Not historic,Concrete,6,304.5,17.1,10,24
022200009402038,Urban,1970,2,22250,Possible,Concrete,4,113.4,12.2,5,20
022200009402067,Urban,1974,2,7766,Possible,Concrete,23,557.8,12.2,1,20
022200009402068,Urban,1974,2,7766,Possible,Concrete,6,165.5,12.2,1,18
022200009402069,Urban,1974,1,15660,Possible,Concrete,3,67.7,7.6,5,20
022200009402071,Urban,1974,4,65950,Possible,Concrete,3,82.3,25,7,23
022200009402072,Urban,1974,2,15660,Possible,Concrete,4,94.5,11,5,21
022200009402073,Urban,1974,1,15660,Possible,Concrete,3,76.2,7.6,5,20
022200009402077,Urban,1979,2,13790,Not historic,Concrete,16,458.7,12.2,5,20
022200009402078,Urban,1979,2,54996,Not historic,Concrete,14,385.6,12.2,6,20
022200009402079,Urban,1990,2,13500,Not historic,Concrete,3,94.2,12.2,6,23
022200009402080,Urban,1990,3,13749,Not historic,Concrete,3,67.1,15.2,6,21
022200009402081,Urban,1989,4,4017,Not historic,Concrete,4,121.9,20.7,0,21
022200009402082,Urban,1983,1,13749,Not historic,Concrete,1,37.8,7.6,6,21
022200009402083,Urban,1990,2,13500,Not historic,Concrete,4,112.8,12.2,6,21
022200009402084,Urban,1990,2,13500,Not historic,Concrete,5,134.1,12.2,6,22
022200009402085,Urban,1990,1,13500,Not historic,Concrete,4,77.7,9.1,6,21
022200009402086,Urban,1990,3,13500,Not historic,Concrete,2,73.8,15.9,6,20
022200009402088,Urban,1990,2,13500,Not historic,Concrete,3,71.6,12.2,6,22
022200009402094,Urban,1974,6,65950,Possible,Concrete,3,82.3,25,7,23
022200009402105,Urban,1992,4,37560,Not historic,Concrete,6,152.4,21,5,20
022200009402106,Urban,1992,4,37560,Not historic,Concrete,6,152.4,21,5,20
022200009405026,Urban,1943,4,14990,Register,Concrete,3,51.5,14.6,8,20
022200009405029,Urban,1954,3,13250,Register,Concrete,1,20.1,14.6,7,19
022200009405030,Urban,1954,2,13250,Register,Concrete,1,20.1,11,7,19
022200009405033,Urban,1953,2,13250,Possible,Concrete,1,38.7,13.4,7,20
022200009405108,Urban,1993,2,9440,Not historic,Concrete,2,85.3,10.4,7,22
022200009405109,Urban,1993,2,9440,Not historic,Concrete,2,82.6,10.4,7,22
022200009405131,Urban,1965,1,13250,Possible,Concrete,1,38.1,7.1,7,19
022200009408066,Urban,1974,4,28900,Possible,Concrete,4,94.5,21.9,8,21
022200009408070,Urban,1974,2,5780,Possible,Concrete,4,109.7,12.2,8,21
022200017104015,Urban,1930,2,2610,Possible,Concrete,3,26.2,12.2,0,20
022200017104029,Urban,1960,2,7830,Possible,Concrete,2,61,9.1,0,18
022200017104030,Urban,1960,1,5500,Possible,Concrete,2,82.3,7.3,3,19
022200017104031,Urban,1960,2,6720,Possible,Concrete,4,41.1,7.3,0,21
022200017104036,Urban,1998,4,6200,Not historic,Concrete,2,68.9,15.9,0,22
022200017104037,Urban,2000,2,11310,Not historic,Concrete,1,54,21.1,3,22
022200017104038,Urban,2000,3,11310,Not historic,Concrete,1,54,21.1,3,22
022200017104043,Urban,2011,2,50,Not historic,Concrete,3,109.4,7.9,0,22
022200017104049,Urban,2007,2,11770,Not historic,Steel,1,45.7,11.3,3,21
022200017105018,Urban,1930,5,26540,Register,Concrete,1,242.6,17.1,6,17
022200017105033,Urban,1986,4,30820,Not historic,Concrete,14,341.4,20.7,3,21
022200017201001,Urban,1931,4,8410,Possible,Concrete,8,69.5,15.7,10,17
022200017202187,Urban,1998,5,17990,Not historic,Concrete,9,183.8,26.1,0,22
022200017202188,Urban,1998,5,17410,Not historic,Concrete,1,23.2,26,10,22
022200017202193,Urban,1998,4,14490,Not historic,Concrete,4,128,21.9,10,21
022200017202194,Urban,1998,4,14490,Not historic,Concrete,3,52.7,21.9,10,21
022200017206054,Urban,1962,5,1440,Possible,Steel,2,62.8,19.5,0,19
022200017206057,Urban,1963,3,30850,Possible,Concrete,1,44.2,15.9,5,20
022200017206058,Urban,1963,3,30850,Possible,Concrete,1,44.2,15.9,5,19
022200017206060,Urban,1963,3,30850,Possible,Steel,6,153,15.9,5,21
022200017206062,Urban,1964,2,19500,Possible,Concrete,1,37.8,10.4,3,20
022200017206064,Urban,1964,4,12860,Possible,Steel,3,136.2,21.3,3,18
022200017206065,Urban,1964,4,12860,Possible,Steel,2,137.2,17.7,3,18
022200017206067,Urban,1965,3,34280,Possible,Steel,1,45.4,16.5,5,15
022200017206070,Urban,1966,3,30850,Possible,Concrete,4,68.6,15.9,5,20
022200017206071,Urban,1966,3,30850,Possible,Concrete,4,68.6,15.9,5,20
022200017206075,Urban,1968,3,30850,Possible,Concrete,1,42.7,15.9,5,20
022200017206076,Urban,1968,3,30850,Possible,Concrete,1,42.7,15.9,5,21
022200017206077,Urban,1968,4,1250,Possible,Concrete,2,66.1,14.6,0,18
022200017206078,Urban,1968,3,34280,Possible,Concrete,3,107.6,15.9,5,22
022200017206079,Urban,1968,3,34280,Possible,Concrete,3,107.6,15.9,5,21
022200017206080,Urban,1968,4,6280,Possible,Concrete,2,65.5,14.6,2,21
022200017206192,Urban,1972,1,3000,Possible,Concrete,3,70.1,9.1,0,22
022200017206238,Urban,2002,5,9630,Not historic,Concrete,2,90.5,19.4,0,22
022200017206265,Urban,2004,6,52000,Not historic,Concrete,1,67.1,34.4,2,22
022200017206267,Urban,2002,2,31000,Not historic,Steel,2,61,11.6,3,23
022200017206269,Urban,1962,4,19760,Possible,Steel,3,131.1,18.3,2,18
022200017206270,Urban,1962,1,29000,Possible,Concrete,4,67.4,7.7,2,18
022200017206463,Urban,2014,3,59000,Not historic,Concrete,3,158.8,17.1,3,22
022200017206464,Urban,2016,2,3300,Not historic,Concrete,2,50,7.9,0,27
022200017209126,Urban,1973,2,36380,Possible,Concrete,3,77.7,12.8,9,22
022200017209127,Urban,1973,3,36380,Possible,Concrete,3,82.3,15.9,9,22
022200017209135,Urban,1973,2,36380,Possible,Concrete,1,82.3,12.8,9,22
022200017209136,Urban,1973,2,36380,Possible,Concrete,1,74.7,12.8,9,21
022200017209137,Urban,1973,2,36380,Possible,Concrete,1,74.7,12.8,9,21
022200017209139,Urban,1973,2,2120,Possible,Steel,4,141.7,14.3,1,20
022200017209140,Urban,1973,2,29840,Possible,Concrete,1,80.8,12.8,10,22
022200017209142,Urban,1973,2,29840,Possible,Concrete,3,105.2,12.8,10,22
022200017209143,Urban,1973,2,29840,Possible,Concrete,3,105.2,12.8,10,22
022200017209145,Urban,1973,3,13350,Possible,Concrete,2,93,12.6,3,21
022200017209146,Urban,1973,3,13350,Possible,Concrete,2,93,12.8,3,21
022200017209157,Urban,1982,2,23610,Not historic,Concrete,1,45.7,11.6,10,23
022200017209158,Urban,1982,3,23610,Not historic,Concrete,1,45.7,15.4,10,22
022200017209159,Urban,1982,6,26080,Not historic,Concrete,2,106.7,23.8,0,20
022200017209160,Urban,1982,2,13570,Not historic,Concrete,4,106.7,11.3,15,20
022200017209161,Urban,1982,2,13570,Not historic,Concrete,4,106.7,11.3,15,20
022200017209162,Urban,1982,6,27280,Not historic,Concrete,2,86.9,23.5,0,22
022200017209163,Urban,1982,3,13570,Not historic,Concrete,3,100.6,15,15,20
022200017209164,Urban,1982,3,13570,Not historic,Concrete,3,100.6,15,15,22
022200017209227,Urban,2005,2,3700,Not historic,Concrete,4,161.5,8.5,0,22
022200017209228,Urban,2005,2,3700,Not historic,Concrete,4,161.5,8.5,0,22
022200017209448,Urban,2012,2,6200,Not historic,Concrete,4,106.7,9.1,20,22
022200017209449,Urban,2012,2,7520,Not historic,Concrete,4,106.7,11,13,22
022200017209450,Urban,2012,1,150,Not historic,Concrete,2,104.9,7.7,16,24
022200017209451,Urban,2012,1,150,Not historic,Concrete,2,101.8,7.7,16,23
022200017209452,Urban,2012,1,2000,Not historic,Concrete,2,85.6,7.7,20,24
022200031205039,Urban,1963,2,7470,Possible,Concrete,3,28.3,13,15,20
022200031205050,Urban,2001,2,7140,Not historic,Concrete,19,400.8,11.2,12,21
022200031205051,Urban,2001,2,7140,Not historic,Concrete,18,399.9,11.2,12,21
022200035303183,Urban,2002,3,37850,Not historic,Concrete,3,99.4,17.7,7,21
022200035303184,Urban,2002,4,37850,Not historic,Concrete,3,99.4,21.3,7,19
022200035303188,Urban,2002,3,37740,Not historic,Concrete,2,89.3,17.7,8,22
022200035303189,Urban,2002,3,37740,Not historic,Concrete,2,89.3,17.7,8,22
022200035303196,Urban,2004,3,78610,Not historic,Concrete,3,97.8,17.7,0,22
022200035303197,Urban,2004,3,78610,Not historic,Concrete,3,97.8,17.7,0,22
022200035303203,Urban,1988,3,37740,Not historic,Concrete,3,53.6,17.1,8,23
022200035303204,Urban,1988,3,37740,Not historic,Concrete,3,53.6,17.1,8,24
022200035303433,Urban,2012,4,20000,Not historic,Concrete,4,158.5,12.2,2,22
022200035303434,Urban,2012,4,20000,Not historic,Concrete,4,158.5,12.2,2,22
022200035303435,Urban,2011,4,89650,Not historic,Concrete,8,450.8,20.7,15,22
022200035303436,Urban,2012,1,2500,Not historic,Concrete,1,73.2,7.9,3,23
022200035303438,Urban,2013,1,11700,Not historic,Concrete,3,144.8,7.9,5,22
022200035303441,Urban,2013,2,33000,Not historic,Concrete,1,132,11,5,22
022200035303444,Urban,2012,8,10900,Not historic,Concrete,2,108.8,43.6,6,23
022200035303446,Urban,2013,3,61900,Not historic,Concrete,6,291.7,17.1,8,22
022200035303447,Urban,2011,2,26600,Not historic,Concrete,5,308.8,9.5,0,22
022200035303448,Urban,2013,3,45400,Not historic,Concrete,4,170.4,17.7,3,22
022200035303450,Urban,2013,2,33000,Not historic,Concrete,3,133.2,11,7,23
022200035303451,Urban,2013,6,72400,Not historic,Concrete,3,123.4,24.4,5,23
022200035303452,Urban,2012,3,50000,Not historic,Concrete,4,253.6,17.1,1,22
022200035303453,Urban,2013,1,12000,Not historic,Concrete,17,689.2,7.9,5,22
022200035303454,Urban,2012,1,29000,Not historic,Concrete,4,1144.5,11,2,21
022200035303456,Urban,2013,1,25500,Not historic,Concrete,3,89.9,11.9,5,22
022200035303457,Urban,2013,1,3800,Not historic,Concrete,7,349,7.9,5,23
022200035303458,Urban,2013,4,61000,Not historic,Concrete,7,314.6,20.7,5,22
022200035303459,Urban,2012,1,16000,Not historic,Concrete,19,739.8,12.8,1,22
022200035303460,Urban,2004,3,3400,Not historic,Concrete,2,50,8.5,0,22
022200035303461,Urban,2004,2,3400,Not historic,Concrete,2,50,15.2,0,21
022200035303466,Urban,2014,1,1900,Not historic,Concrete,2,76.2,7.3,1,24
022200035303468,Urban,2013,1,3300,Not historic,Concrete,1,44.5,7.9,5,24
022200035303517,Urban,2017,1,9700,Not historic,Concrete,8,298.4,7.9,2,24
022200035307449,Urban,2013,8,29000,Not historic,Concrete,2,75.3,31.7,1,23
022200036301046,Urban,1992,2,10060,Not historic,Concrete,1,73.8,11.6,7,22
022200036301104,Urban,1989,2,20930,Not historic,Concrete,2,99.7,11.3,2,21
022200036301404,Urban,2011,5,53500,Not historic,Concrete,3,132,19.5,6,22
022200036301405,Urban,2012,5,53500,Not historic,Concrete,2,102.1,28,6,22
022200036301406,Urban,2013,4,53500,Not historic,Concrete,2,102.1,20.7,8,22
022200036301408,Urban,2012,5,53500,Not historic,Concrete,2,98.5,19.5,6,23
022200036301409,Urban,2013,1,10000,Not historic,Concrete,4,812.3,7.8,6,22
022200036301410,Urban,2014,6,31000,Not historic,Concrete,3,57.9,23.7,3,21
022200036303011,Urban,1963,4,50660,Possible,Concrete,3,37.2,19.5,8,17
022200036303012,Urban,1964,5,50660,Possible,Steel,5,212.8,21.2,8,20
022200036303013,Urban,1964,4,50660,Possible,Steel,5,217.3,19.5,8,19
022200036303014,Urban,1963,4,12590,Possible,Steel,2,71.6,13.4,0,15
022200036303019,Urban,1967,2,1320,Possible,Concrete,2,40.5,9.8,8,20
022200036303020,Urban,1967,2,650,Possible,Concrete,2,40.5,9.8,8,21
022200036303023,Urban,1967,3,47470,Possible,Concrete,5,106.7,15.9,5,20
022200036303025,Urban,1967,3,37590,Possible,Concrete,1,48.2,15.9,9,21
022200036303029,Urban,1968,4,50660,Possible,Concrete,3,84.4,19.5,8,19
022200036303030,Urban,1968,4,50660,Possible,Concrete,3,82.3,21.2,8,18
022200036303032,Urban,1968,4,50660,Possible,Concrete,1,39.6,19.5,8,20
022200036303033,Urban,1968,3,47470,Possible,Concrete,3,77.1,16,5,21
022200036303034,Urban,1968,3,47470,Possible,Concrete,3,77.1,16,5,21
022200036303036,Urban,1970,3,47470,Possible,Steel,3,77.7,17.5,5,18
022200036303037,Urban,1970,3,47470,Possible,Concrete,3,67.1,17.4,5,21
022200036303039,Urban,1970,3,47470,Possible,Concrete,3,61,17.5,5,21
022200036303041,Urban,1970,3,47470,Possible,Concrete,3,67.1,17.4,5,21
022200036303042,Urban,1970,3,47470,Possible,Concrete,3,67.1,17.4,5,20
022200036303043,Urban,1970,3,47470,Possible,Steel,3,77.7,17.5,5,18
022200036303044,Urban,1970,3,47470,Possible,Concrete,2,104.2,17.5,5,20
022200036303045,Urban,1970,3,47470,Possible,Concrete,3,61,17.5,5,20
022200036401061,Urban,1980,5,9180,Not historic,Concrete,2,48.8,28,7,20
022200036401062,Urban,1980,3,2720,Not historic,Concrete,2,48.8,12.4,7,21
022200036401063,Urban,1980,2,270,Not historic,Concrete,2,48.8,11,7,20
022200036401064,Urban,1986,2,45900,Not historic,Concrete,3,83.5,11.6,7,21
022200036401065,Urban,1981,3,9650,Not historic,Concrete,3,121.9,12.3,0,18
022200036401069,Urban,1981,1,20000,Not historic,Concrete,9,316.7,12.7,0,20
022200036401072,Urban,1981,5,51800,Not historic,Concrete,4,82.3,24.4,5,21
022200036401074,Urban,1980,2,48500,Not historic,Concrete,1,54.3,11.8,4,22
022200036401075,Urban,1981,4,10900,Not historic,Concrete,2,93.9,18.2,0,20
022200036401076,Urban,1986,3,49610,Not historic,Concrete,8,160.3,16.9,6,21
022200036401077,Urban,1986,4,49610,Not historic,Concrete,1,160.3,20.5,6,20
022200036401078,Urban,1986,2,76000,Not historic,Concrete,4,138.7,11.4,4,21
022200036401080,Urban,1992,2,10000,Not historic,Concrete,6,218.5,10.7,0,19
022200036401085,Urban,1992,2,20090,Not historic,Steel,3,459.9,12.6,7,20
022200036401102,Urban,1996,2,14300,Not historic,Concrete,4,214.6,11.6,5,20
022200036401103,Urban,1996,2,14300,Not historic,Concrete,6,199.9,11,5,21
022200036401104,Urban,2001,3,9650,Not historic,Steel,1,121.9,12.1,0,22
022200036401114,Urban,1986,4,10969,Not historic,Concrete,4,115.8,14.6,0,20
022200036401115,Urban,1986,2,45900,Not historic,Concrete,4,96.3,11.6,7,19
022200036401116,Urban,1986,2,45900,Not historic,Concrete,3,71.6,11.6,7,20
022200036401117,Urban,1986,2,45900,Not historic,Concrete,8,170.7,11.6,7,21
022200036401118,Urban,1986,3,45900,Not historic,Concrete,3,83.5,16.8,7,21
022200036401119,Urban,1986,3,49610,Not historic,Concrete,4,89,17.1,6,20
022200036401150,Urban,1986,2,45900,Not historic,Concrete,4,96.3,11.6,7,20
022200036401151,Urban,1986,2,45900,Not historic,Concrete,3,71.6,11.6,7,21
022200036401152,Urban,1986,2,45900,Not historic,Concrete,8,170.7,11.6,7,20
022200036401153,Urban,1986,3,49610,Not historic,Concrete,4,89,17.1,6,22
022200036401410,Urban,2001,2,11850,Not historic,Concrete,1,36.9,17.1,0,22
022200036401411,Urban,2001,2,11850,Not historic,Concrete,1,36.3,16.8,0,23
022200036401414,Urban,2001,1,11850,Not historic,Steel,2,688.8,7.9,0,21
022200036401415,Urban,2001,1,11850,Not historic,Steel,3,354.2,7.7,0,22
022200036401636,Urban,2011,3,6150,Not historic,Concrete,5,399.3,12.1,0,22
022200036401637,Urban,2011,4,47110,Not historic,Concrete,7,244.8,24.2,0,22
022200036401638,Urban,2013,3,22950,Not historic,Concrete,1,69.2,17.1,3,23
022200036401640,Urban,2011,2,26050,Not historic,Concrete,4,319.4,10.9,0,21
022200036401641,Urban,2013,4,85800,Not historic,Concrete,4,200.6,20.6,6,21
022200036401642,Urban,2013,1,2600,Not historic,Concrete,2,87.2,7.8,3,23
022200036401643,Urban,2013,1,5400,Not historic,Concrete,3,96.6,7.8,6,22
022200036401644,Urban,2013,1,24400,Not historic,Concrete,2,76.2,10.9,5,22
022200036401645,Urban,2013,8,31400,Not historic,Concrete,2,63.7,26.8,0,23
022200036401647,Urban,2014,1,9300,Not historic,Concrete,9,232,7.9,5,22
022200036401648,Urban,2013,2,28600,Not historic,Concrete,11,271,11.6,5,23
022200036401649,Urban,2013,1,10100,Not historic,Concrete,6,169.5,7.9,5,23
022200036401650,Urban,2013,2,25700,Not historic,Concrete,5,141.7,11,5,23
022200036401651,Urban,2013,1,3600,Not historic,Concrete,1,18.3,7.9,5,24
022200036401655,Urban,2014,5,78900,Not historic,Concrete,3,88.1,24.4,5,22
022200036401656,Urban,2013,2,3550,Not historic,Concrete,3,67.7,11.6,5,23
022200036401657,Urban,2014,2,34800,Not historic,Concrete,3,67.7,11.6,5,23
022200036401658,Urban,2013,5,84600,Not historic,Concrete,3,85,24.4,5,22
022200036401659,Urban,2014,4,70800,Not historic,Concrete,2,91.1,20.7,5,22
022200036401660,Urban,2013,2,35500,Not historic,Concrete,3,68.6,11.6,5,22
022200036401661,Urban,2014,2,34800,Not historic,Concrete,3,68.6,11.6,5,23
022200036401662,Urban,2013,5,77300,Not historic,Concrete,3,103.9,24.4,5,22
022200036401663,Urban,2013,4,16500,Not historic,Concrete,3,90.5,15.9,0,22
022200036401666,Urban,2013,4,69300,Not historic,Concrete,3,101.8,20.7,5,23
022200036401667,Urban,2013,1,5500,Not historic,Concrete,10,272.2,8,5,22
022200036401668,Urban,2014,1,11200,Not historic,Concrete,9,228.3,7.9,5,23
022200036401669,Urban,2013,3,28500,Not historic,Concrete,3,59.7,14.7,5,24
022200036401670,Urban,2014,2,28000,Not historic,Concrete,3,81.4,11.6,5,23
022200036401671,Urban,2014,4,73400,Not historic,Concrete,3,97.8,24.1,5,22
022200036401673,Urban,2013,1,8100,Not historic,Concrete,3,80.2,7.9,5,24
022200036401674,Urban,2014,1,8100,Not historic,Concrete,3,76.8,7.9,5,22
022200036401675,Urban,2014,4,69500,Not historic,Concrete,2,68.3,20.7,5,24
022200036401676,Urban,2014,2,28500,Not historic,Concrete,2,55.5,11.6,5,24
022200036401677,Urban,2013,2,28000,Not historic,Concrete,2,55.5,11.6,7,23
022200036401678,Urban,2013,4,75200,Not historic,Concrete,2,67.4,20.7,5,23
022200036401680,Urban,2013,8,19200,Not historic,Concrete,2,81.1,61,0,21
022200036401681,Urban,2014,1,16100,Not historic,Concrete,16,410.6,7.9,5,23
022200036401682,Urban,2013,1,17200,Not historic,Concrete,9,231.6,7.9,5,22
022200036401684,Urban,2014,4,71400,Not historic,Concrete,3,77.1,21,5,23
022200036401685,Urban,2013,2,35500,Not historic,Concrete,3,62.8,11.6,5,23
022200036401686,Urban,2014,1,50,Not historic,Concrete,3,69.5,7.9,5,23
